Group,feature,n_detected,n_total,Donor,gene_id,order
ABAB,DonB__EMOJOO_3477060,10,10,DonB,EMOJOO_3477060,mixed
ABAB,DonB__EMOJOO_3477065,10,10,DonB,EMOJOO_3477065,mixed
ABAB,DonB__EMOJOO_3479435,10,10,DonB,EMOJOO_3479435,mixed
ABAB,DonB__EMOJOO_3479765,10,10,DonB,EMOJOO_3479765,mixed
ABAB,DonB__EMOJOO_3480785,10,10,DonB,EMOJOO_3480785,mixed
ABAB,DonB__EMOJOO_3481470,10,10,DonB,EMOJOO_3481470,mixed
ABAB,DonB__EMOJOO_3481475,10,10,DonB,EMOJOO_3481475,mixed
ABAB,DonB__EMOJOO_3482825,10,10,DonB,EMOJOO_3482825,mixed
ABAB,DonB__EMOJOO_3482830,10,10,DonB,EMOJOO_3482830,mixed
ABAB,DonB__EMOJOO_3483110,10,10,DonB,EMOJOO_3483110,mixed
ABAB,DonB__EMOJOO_3483660,10,10,DonB,EMOJOO_3483660,mixed
ABAB,DonB__EMOJOO_3484570,10,10,DonB,EMOJOO_3484570,mixed
ABAB,DonB__EMOJOO_3484905,10,10,DonB,EMOJOO_3484905,mixed
ABAB,DonB__EMOJOO_3487240,10,10,DonB,EMOJOO_3487240,mixed
ABAB,DonB__EMOJOO_3487560,10,10,DonB,EMOJOO_3487560,mixed
ABAB,DonB__EMOJOO_3487780,10,10,DonB,EMOJOO_3487780,mixed
ABAB,DonB__EMOJOO_3488175,10,10,DonB,EMOJOO_3488175,mixed
ABAB,DonB__EMOJOO_3488180,10,10,DonB,EMOJOO_3488180,mixed
ABAB,DonB__EMOJOO_3488185,10,10,DonB,EMOJOO_3488185,mixed
ABAB,DonB__EMOJOO_3490245,10,10,DonB,EMOJOO_3490245,mixed
ABAB,DonB__EMOJOO_3491320,10,10,DonB,EMOJOO_3491320,mixed
ABAB,DonB__EMOJOO_3492530,10,10,DonB,EMOJOO_3492530,mixed
ABAB,DonB__EMOJOO_3493875,10,10,DonB,EMOJOO_3493875,mixed
ABAB,DonB__EMOJOO_3493880,10,10,DonB,EMOJOO_3493880,mixed
ABAB,DonB__EMOJOO_3495160,10,10,DonB,EMOJOO_3495160,mixed
ABAB,DonB__EMOJOO_3497095,10,10,DonB,EMOJOO_3497095,mixed
ABAB,DonB__EMOJOO_3497270,10,10,DonB,EMOJOO_3497270,mixed
ABAB,DonB__EMOJOO_3499045,10,10,DonB,EMOJOO_3499045,mixed
ABAB,DonB__EMOJOO_3501490,10,10,DonB,EMOJOO_3501490,mixed
ABAB,DonB__EMOJOO_3501495,10,10,DonB,EMOJOO_3501495,mixed
ABAB,DonB__EMOJOO_3501945,10,10,DonB,EMOJOO_3501945,mixed
ABAB,DonB__EMOJOO_3501985,10,10,DonB,EMOJOO_3501985,mixed
ABAB,DonB__EMOJOO_3503240,10,10,DonB,EMOJOO_3503240,mixed
ABAB,DonB__EMOJOO_3503525,10,10,DonB,EMOJOO_3503525,mixed
ABAB,DonB__EMOJOO_3503895,10,10,DonB,EMOJOO_3503895,mixed
ABAB,DonB__EMOJOO_3505185,10,10,DonB,EMOJOO_3505185,mixed
ABAB,DonB__EMOJOO_3506195,10,10,DonB,EMOJOO_3506195,mixed
ABAB,DonB__EMOJOO_3506780,10,10,DonB,EMOJOO_3506780,mixed
ABAB,DonB__EMOJOO_3507055,10,10,DonB,EMOJOO_3507055,mixed
ABAB,DonB__EMOJOO_3507060,10,10,DonB,EMOJOO_3507060,mixed
ABAB,DonB__EMOJOO_3507370,10,10,DonB,EMOJOO_3507370,mixed
ABAB,DonB__EMOJOO_3507710,10,10,DonB,EMOJOO_3507710,mixed
ABAB,DonB__EMOJOO_3509845,10,10,DonB,EMOJOO_3509845,mixed
ABAB,DonB__EMOJOO_3511435,10,10,DonB,EMOJOO_3511435,mixed
ABAB,DonB__EMOJOO_3511440,10,10,DonB,EMOJOO_3511440,mixed
ABAB,DonB__EMOJOO_3511450,10,10,DonB,EMOJOO_3511450,mixed
ABAB,DonB__EMOJOO_3511455,10,10,DonB,EMOJOO_3511455,mixed
ABAB,DonB__EMOJOO_3513235,10,10,DonB,EMOJOO_3513235,mixed
ABAB,DonB__EMOJOO_3513590,10,10,DonB,EMOJOO_3513590,mixed
ABAB,DonB__EMOJOO_3513605,10,10,DonB,EMOJOO_3513605,mixed
ABAB,DonB__EMOJOO_3513610,10,10,DonB,EMOJOO_3513610,mixed
ABAB,DonB__EMOJOO_3515210,10,10,DonB,EMOJOO_3515210,mixed
ABAB,DonB__EMOJOO_3515215,10,10,DonB,EMOJOO_3515215,mixed
ABAB,DonB__EMOJOO_3515300,10,10,DonB,EMOJOO_3515300,mixed
ABAB,DonB__EMOJOO_3515920,10,10,DonB,EMOJOO_3515920,mixed
ABAB,DonB__EMOJOO_3516615,10,10,DonB,EMOJOO_3516615,mixed
ABAB,DonB__EMOJOO_3516960,10,10,DonB,EMOJOO_3516960,mixed
ABAB,DonB__EMOJOO_3518295,10,10,DonB,EMOJOO_3518295,mixed
ABAB,DonB__EMOJOO_3518960,10,10,DonB,EMOJOO_3518960,mixed
ABAB,DonB__EMOJOO_3519945,10,10,DonB,EMOJOO_3519945,mixed
ABAB,DonB__EMOJOO_3520260,10,10,DonB,EMOJOO_3520260,mixed
ABAB,DonB__EMOJOO_3520635,10,10,DonB,EMOJOO_3520635,mixed
ABAB,DonB__EMOJOO_3521340,10,10,DonB,EMOJOO_3521340,mixed
ABAB,DonB__EMOJOO_3523845,10,10,DonB,EMOJOO_3523845,mixed
ABAB,DonB__EMOJOO_3526065,10,10,DonB,EMOJOO_3526065,mixed
ABAB,DonB__EMOJOO_3526075,10,10,DonB,EMOJOO_3526075,mixed
ABAB,DonB__EMOJOO_3526420,10,10,DonB,EMOJOO_3526420,mixed
ABAB,DonB__EMOJOO_3526425,10,10,DonB,EMOJOO_3526425,mixed
ABAB,DonB__EMOJOO_3528700,10,10,DonB,EMOJOO_3528700,mixed
ABAB,DonB__EMOJOO_3531465,10,10,DonB,EMOJOO_3531465,mixed
ABAB,DonB__EMOJOO_3533080,10,10,DonB,EMOJOO_3533080,mixed
ABAB,DonB__EMOJOO_3533455,10,10,DonB,EMOJOO_3533455,mixed
ABAB,DonB__EMOJOO_3536250,10,10,DonB,EMOJOO_3536250,mixed
ABAB,DonB__EMOJOO_3536585,10,10,DonB,EMOJOO_3536585,mixed
ABAB,DonB__EMOJOO_3536900,10,10,DonB,EMOJOO_3536900,mixed
ABAB,DonB__EMOJOO_3538665,10,10,DonB,EMOJOO_3538665,mixed
ABAB,DonB__EMOJOO_3540240,10,10,DonB,EMOJOO_3540240,mixed
ABAB,DonB__EMOJOO_3540245,10,10,DonB,EMOJOO_3540245,mixed
ABAB,DonB__EMOJOO_3541630,10,10,DonB,EMOJOO_3541630,mixed
ABAB,DonB__EMOJOO_3541635,10,10,DonB,EMOJOO_3541635,mixed
ABAB,DonB__EMOJOO_3543375,10,10,DonB,EMOJOO_3543375,mixed
ABAB,DonB__EMOJOO_3543490,10,10,DonB,EMOJOO_3543490,mixed
ABAB,DonB__EMOJOO_3545330,10,10,DonB,EMOJOO_3545330,mixed
ABAB,DonB__EMOJOO_3545335,10,10,DonB,EMOJOO_3545335,mixed
ABAB,DonB__EMOJOO_3546825,10,10,DonB,EMOJOO_3546825,mixed
ABAB,DonB__EMOJOO_3546830,10,10,DonB,EMOJOO_3546830,mixed
ABAB,DonB__EMOJOO_3547685,10,10,DonB,EMOJOO_3547685,mixed
ABAB,DonB__EMOJOO_3548340,10,10,DonB,EMOJOO_3548340,mixed
ABAB,DonB__EMOJOO_3548345,10,10,DonB,EMOJOO_3548345,mixed
ABAB,DonB__EMOJOO_3549520,10,10,DonB,EMOJOO_3549520,mixed
ABAB,DonB__EMOJOO_3549810,10,10,DonB,EMOJOO_3549810,mixed
ABAB,DonB__EMOJOO_3550795,10,10,DonB,EMOJOO_3550795,mixed
ABAB,DonB__EMOJOO_3551170,10,10,DonB,EMOJOO_3551170,mixed
ABAB,DonB__EMOJOO_3551175,10,10,DonB,EMOJOO_3551175,mixed
ABAB,DonB__EMOJOO_3551615,10,10,DonB,EMOJOO_3551615,mixed
ABAB,DonB__EMOJOO_3552020,10,10,DonB,EMOJOO_3552020,mixed
ABAB,DonB__EMOJOO_3553125,10,10,DonB,EMOJOO_3553125,mixed
ABAB,DonB__EMOJOO_3553130,10,10,DonB,EMOJOO_3553130,mixed
ABAB,DonB__EMOJOO_3554755,10,10,DonB,EMOJOO_3554755,mixed
ABAB,DonB__EMOJOO_3555045,10,10,DonB,EMOJOO_3555045,mixed
ABAB,DonB__EMOJOO_3555405,10,10,DonB,EMOJOO_3555405,mixed
ABAB,DonB__EMOJOO_3555755,10,10,DonB,EMOJOO_3555755,mixed
ABAB,DonB__EMOJOO_3558115,10,10,DonB,EMOJOO_3558115,mixed
ABAB,DonB__EMOJOO_3558455,10,10,DonB,EMOJOO_3558455,mixed
ABAB,DonB__EMOJOO_3559290,10,10,DonB,EMOJOO_3559290,mixed
ABAB,DonB__EMOJOO_3559960,10,10,DonB,EMOJOO_3559960,mixed
ABAB,DonB__EMOJOO_3560380,10,10,DonB,EMOJOO_3560380,mixed
ABAB,DonB__EMOJOO_3561710,10,10,DonB,EMOJOO_3561710,mixed
ABAB,DonB__EMOJOO_3568760,10,10,DonB,EMOJOO_3568760,mixed
ABAB,DonB__EMOJOO_3569390,10,10,DonB,EMOJOO_3569390,mixed
ABAB,DonB__EMOJOO_3570795,10,10,DonB,EMOJOO_3570795,mixed
ABAB,DonB__EMOJOO_3571105,10,10,DonB,EMOJOO_3571105,mixed
ABAB,DonB__EMOJOO_3571800,10,10,DonB,EMOJOO_3571800,mixed
ABAB,DonB__EMOJOO_3571810,10,10,DonB,EMOJOO_3571810,mixed
ABAB,DonB__EMOJOO_3574565,10,10,DonB,EMOJOO_3574565,mixed
ABAB,DonB__EMOJOO_3575455,10,10,DonB,EMOJOO_3575455,mixed
ABAB,DonB__EMOJOO_3583140,10,10,DonB,EMOJOO_3583140,mixed
ABAB,DonB__EMOJOO_3583935,10,10,DonB,EMOJOO_3583935,mixed
ABAB,DonB__EMOJOO_3584765,10,10,DonB,EMOJOO_3584765,mixed
ABAB,DonB__EMOJOO_3586880,10,10,DonB,EMOJOO_3586880,mixed
ABAB,DonB__EMOJOO_3590830,10,10,DonB,EMOJOO_3590830,mixed
ABAB,DonB__EMOJOO_3591195,10,10,DonB,EMOJOO_3591195,mixed
ABAB,DonB__EMOJOO_3591200,10,10,DonB,EMOJOO_3591200,mixed
ABAB,DonB__EMOJOO_3591205,10,10,DonB,EMOJOO_3591205,mixed
ABAB,DonB__EMOJOO_3591925,10,10,DonB,EMOJOO_3591925,mixed
ABAB,DonB__EMOJOO_3592885,10,10,DonB,EMOJOO_3592885,mixed
ABAB,DonB__EMOJOO_3596400,10,10,DonB,EMOJOO_3596400,mixed
ABAB,DonB__EMOJOO_3598950,10,10,DonB,EMOJOO_3598950,mixed
ABAB,DonB__EMOJOO_3598960,10,10,DonB,EMOJOO_3598960,mixed
ABAB,DonB__EMOJOO_3599295,10,10,DonB,EMOJOO_3599295,mixed
ABAB,DonB__EMOJOO_3599300,10,10,DonB,EMOJOO_3599300,mixed
ABAB,DonB__EMOJOO_3599315,10,10,DonB,EMOJOO_3599315,mixed
ABAB,DonB__EMOJOO_3600050,10,10,DonB,EMOJOO_3600050,mixed
ABAB,DonB__EMOJOO_3600055,10,10,DonB,EMOJOO_3600055,mixed
ABAB,DonB__EMOJOO_3604995,10,10,DonB,EMOJOO_3604995,mixed
ABAB,DonB__EMOJOO_3606645,10,10,DonB,EMOJOO_3606645,mixed
ABAB,DonB__EMOJOO_3607410,10,10,DonB,EMOJOO_3607410,mixed
ABAB,DonB__EMOJOO_3608150,10,10,DonB,EMOJOO_3608150,mixed
ABAB,DonB__EMOJOO_3608495,10,10,DonB,EMOJOO_3608495,mixed
ABAB,DonB__EMOJOO_3609640,10,10,DonB,EMOJOO_3609640,mixed
ABAB,DonB__EMOJOO_3609645,10,10,DonB,EMOJOO_3609645,mixed
ABAB,DonB__EMOJOO_3610055,10,10,DonB,EMOJOO_3610055,mixed
ABAB,DonB__EMOJOO_3610420,10,10,DonB,EMOJOO_3610420,mixed
ABAB,DonB__EMOJOO_3613675,10,10,DonB,EMOJOO_3613675,mixed
ABAB,DonB__EMOJOO_3616440,10,10,DonB,EMOJOO_3616440,mixed
ABAB,DonB__EMOJOO_3618650,10,10,DonB,EMOJOO_3618650,mixed
ABAB,DonB__EMOJOO_3619425,10,10,DonB,EMOJOO_3619425,mixed
ABAB,DonB__EMOJOO_3620210,10,10,DonB,EMOJOO_3620210,mixed
ABAB,DonB__EMOJOO_3620875,10,10,DonB,EMOJOO_3620875,mixed
ABAB,DonB__EMOJOO_3621765,10,10,DonB,EMOJOO_3621765,mixed
ABAB,DonB__EMOJOO_3622755,10,10,DonB,EMOJOO_3622755,mixed
ABAB,DonB__EMOJOO_3624390,10,10,DonB,EMOJOO_3624390,mixed
ABAB,DonB__EMOJOO_3624710,10,10,DonB,EMOJOO_3624710,mixed
ABAB,DonB__EMOJOO_3625130,10,10,DonB,EMOJOO_3625130,mixed
ABAB,DonB__EMOJOO_3625895,10,10,DonB,EMOJOO_3625895,mixed
ABAB,DonB__EMOJOO_3625900,10,10,DonB,EMOJOO_3625900,mixed
ABAB,DonB__EMOJOO_3626270,10,10,DonB,EMOJOO_3626270,mixed
ABAB,DonB__EMOJOO_3627030,10,10,DonB,EMOJOO_3627030,mixed
ABAB,DonB__EMOJOO_3628130,10,10,DonB,EMOJOO_3628130,mixed
ABAB,DonB__EMOJOO_3629210,10,10,DonB,EMOJOO_3629210,mixed
ABAB,DonB__EMOJOO_3629700,10,10,DonB,EMOJOO_3629700,mixed
ABAB,DonB__EMOJOO_3630150,10,10,DonB,EMOJOO_3630150,mixed
ABAB,DonB__EMOJOO_3631495,10,10,DonB,EMOJOO_3631495,mixed
ABAB,DonB__EMOJOO_3632050,10,10,DonB,EMOJOO_3632050,mixed
ABAB,DonB__EMOJOO_3633030,10,10,DonB,EMOJOO_3633030,mixed
ABAB,DonB__EMOJOO_3633035,10,10,DonB,EMOJOO_3633035,mixed
ABAB,DonB__EMOJOO_3633040,10,10,DonB,EMOJOO_3633040,mixed
ABAB,DonB__EMOJOO_3634100,10,10,DonB,EMOJOO_3634100,mixed
ABAB,DonB__EMOJOO_3634105,10,10,DonB,EMOJOO_3634105,mixed
ABAB,DonB__EMOJOO_3635455,10,10,DonB,EMOJOO_3635455,mixed
ABAB,DonB__EMOJOO_3635820,10,10,DonB,EMOJOO_3635820,mixed
ABAB,DonB__EMOJOO_3635825,10,10,DonB,EMOJOO_3635825,mixed
ABAB,DonB__EMOJOO_3635910,10,10,DonB,EMOJOO_3635910,mixed
ABAB,DonB__EMOJOO_3637060,10,10,DonB,EMOJOO_3637060,mixed
ABAB,DonB__EMOJOO_3637415,10,10,DonB,EMOJOO_3637415,mixed
ABAB,DonB__EMOJOO_3637425,10,10,DonB,EMOJOO_3637425,mixed
ABAB,DonB__EMOJOO_3640330,10,10,DonB,EMOJOO_3640330,mixed
BA,DonA__EMOJOO_00010,8,8,DonA,EMOJOO_00010,second
BA,DonA__EMOJOO_00025,8,8,DonA,EMOJOO_00025,second
BA,DonA__EMOJOO_00035,8,8,DonA,EMOJOO_00035,second
BA,DonA__EMOJOO_00050,8,8,DonA,EMOJOO_00050,second
BA,DonA__EMOJOO_00080,8,8,DonA,EMOJOO_00080,second
BA,DonA__EMOJOO_00090,8,8,DonA,EMOJOO_00090,second
BA,DonA__EMOJOO_00105,8,8,DonA,EMOJOO_00105,second
BA,DonA__EMOJOO_00110,8,8,DonA,EMOJOO_00110,second
BA,DonA__EMOJOO_00130,8,8,DonA,EMOJOO_00130,second
BA,DonA__EMOJOO_00145,8,8,DonA,EMOJOO_00145,second
BA,DonA__EMOJOO_00150,8,8,DonA,EMOJOO_00150,second
BA,DonA__EMOJOO_00155,8,8,DonA,EMOJOO_00155,second
BA,DonA__EMOJOO_00160,8,8,DonA,EMOJOO_00160,second
BA,DonA__EMOJOO_00165,8,8,DonA,EMOJOO_00165,second
BA,DonA__EMOJOO_00170,8,8,DonA,EMOJOO_00170,second
BA,DonA__EMOJOO_00175,8,8,DonA,EMOJOO_00175,second
BA,DonA__EMOJOO_00185,8,8,DonA,EMOJOO_00185,second
BA,DonA__EMOJOO_00205,8,8,DonA,EMOJOO_00205,second
BA,DonA__EMOJOO_00210,8,8,DonA,EMOJOO_00210,second
BA,DonA__EMOJOO_00215,8,8,DonA,EMOJOO_00215,second
BA,DonA__EMOJOO_00220,8,8,DonA,EMOJOO_00220,second
BA,DonA__EMOJOO_00225,8,8,DonA,EMOJOO_00225,second
BA,DonA__EMOJOO_00230,8,8,DonA,EMOJOO_00230,second
BA,DonA__EMOJOO_00235,8,8,DonA,EMOJOO_00235,second
BA,DonA__EMOJOO_00240,8,8,DonA,EMOJOO_00240,second
BA,DonA__EMOJOO_00245,8,8,DonA,EMOJOO_00245,second
BA,DonA__EMOJOO_00250,8,8,DonA,EMOJOO_00250,second
BA,DonA__EMOJOO_00265,8,8,DonA,EMOJOO_00265,second
BA,DonA__EMOJOO_00270,8,8,DonA,EMOJOO_00270,second
BA,DonA__EMOJOO_00275,8,8,DonA,EMOJOO_00275,second
BA,DonA__EMOJOO_00295,8,8,DonA,EMOJOO_00295,second
BA,DonA__EMOJOO_00300,8,8,DonA,EMOJOO_00300,second
BA,DonA__EMOJOO_00315,8,8,DonA,EMOJOO_00315,second
BA,DonA__EMOJOO_00330,8,8,DonA,EMOJOO_00330,second
BA,DonA__EMOJOO_00335,8,8,DonA,EMOJOO_00335,second
BA,DonA__EMOJOO_00345,8,8,DonA,EMOJOO_00345,second
BA,DonA__EMOJOO_00370,8,8,DonA,EMOJOO_00370,second
BA,DonA__EMOJOO_00380,8,8,DonA,EMOJOO_00380,second
BA,DonA__EMOJOO_00385,8,8,DonA,EMOJOO_00385,second
BA,DonA__EMOJOO_00390,8,8,DonA,EMOJOO_00390,second
BA,DonA__EMOJOO_00410,8,8,DonA,EMOJOO_00410,second
BA,DonA__EMOJOO_00425,8,8,DonA,EMOJOO_00425,second
BA,DonA__EMOJOO_00445,8,8,DonA,EMOJOO_00445,second
BA,DonA__EMOJOO_00450,8,8,DonA,EMOJOO_00450,second
BA,DonA__EMOJOO_00455,8,8,DonA,EMOJOO_00455,second
BA,DonA__EMOJOO_00460,8,8,DonA,EMOJOO_00460,second
BA,DonA__EMOJOO_00465,8,8,DonA,EMOJOO_00465,second
BA,DonA__EMOJOO_00470,8,8,DonA,EMOJOO_00470,second
BA,DonA__EMOJOO_00495,8,8,DonA,EMOJOO_00495,second
BA,DonA__EMOJOO_00505,8,8,DonA,EMOJOO_00505,second
BA,DonA__EMOJOO_00515,8,8,DonA,EMOJOO_00515,second
BA,DonA__EMOJOO_00530,8,8,DonA,EMOJOO_00530,second
BA,DonA__EMOJOO_00565,8,8,DonA,EMOJOO_00565,second
BA,DonA__EMOJOO_00570,8,8,DonA,EMOJOO_00570,second
BA,DonA__EMOJOO_00580,8,8,DonA,EMOJOO_00580,second
BA,DonA__EMOJOO_00610,8,8,DonA,EMOJOO_00610,second
BA,DonA__EMOJOO_00620,8,8,DonA,EMOJOO_00620,second
BA,DonA__EMOJOO_00625,8,8,DonA,EMOJOO_00625,second
BA,DonA__EMOJOO_00635,8,8,DonA,EMOJOO_00635,second
BA,DonA__EMOJOO_00645,8,8,DonA,EMOJOO_00645,second
BA,DonA__EMOJOO_00650,8,8,DonA,EMOJOO_00650,second
BA,DonA__EMOJOO_00655,8,8,DonA,EMOJOO_00655,second
BA,DonA__EMOJOO_00660,8,8,DonA,EMOJOO_00660,second
BA,DonA__EMOJOO_00670,8,8,DonA,EMOJOO_00670,second
BA,DonA__EMOJOO_00675,8,8,DonA,EMOJOO_00675,second
BA,DonA__EMOJOO_00680,8,8,DonA,EMOJOO_00680,second
BA,DonA__EMOJOO_00685,8,8,DonA,EMOJOO_00685,second
BA,DonA__EMOJOO_00690,8,8,DonA,EMOJOO_00690,second
BA,DonA__EMOJOO_00695,8,8,DonA,EMOJOO_00695,second
BA,DonA__EMOJOO_00700,8,8,DonA,EMOJOO_00700,second
BA,DonA__EMOJOO_00705,8,8,DonA,EMOJOO_00705,second
BA,DonA__EMOJOO_00710,8,8,DonA,EMOJOO_00710,second
BA,DonA__EMOJOO_00715,8,8,DonA,EMOJOO_00715,second
BA,DonA__EMOJOO_00720,8,8,DonA,EMOJOO_00720,second
BA,DonA__EMOJOO_00730,8,8,DonA,EMOJOO_00730,second
BA,DonA__EMOJOO_00740,8,8,DonA,EMOJOO_00740,second
BA,DonA__EMOJOO_00750,8,8,DonA,EMOJOO_00750,second
BA,DonA__EMOJOO_00755,8,8,DonA,EMOJOO_00755,second
BA,DonA__EMOJOO_00760,8,8,DonA,EMOJOO_00760,second
BA,DonA__EMOJOO_00780,8,8,DonA,EMOJOO_00780,second
BA,DonA__EMOJOO_00790,8,8,DonA,EMOJOO_00790,second
BA,DonA__EMOJOO_00795,8,8,DonA,EMOJOO_00795,second
BA,DonA__EMOJOO_00805,8,8,DonA,EMOJOO_00805,second
BA,DonA__EMOJOO_00810,8,8,DonA,EMOJOO_00810,second
BA,DonA__EMOJOO_00815,8,8,DonA,EMOJOO_00815,second
BA,DonA__EMOJOO_00830,8,8,DonA,EMOJOO_00830,second
BA,DonA__EMOJOO_00835,8,8,DonA,EMOJOO_00835,second
BA,DonA__EMOJOO_00840,8,8,DonA,EMOJOO_00840,second
BA,DonA__EMOJOO_00855,8,8,DonA,EMOJOO_00855,second
BA,DonA__EMOJOO_00860,8,8,DonA,EMOJOO_00860,second
BA,DonA__EMOJOO_00865,8,8,DonA,EMOJOO_00865,second
BA,DonA__EMOJOO_00885,8,8,DonA,EMOJOO_00885,second
BA,DonA__EMOJOO_00890,8,8,DonA,EMOJOO_00890,second
BA,DonA__EMOJOO_00915,8,8,DonA,EMOJOO_00915,second
BA,DonA__EMOJOO_00920,8,8,DonA,EMOJOO_00920,second
BA,DonA__EMOJOO_00925,8,8,DonA,EMOJOO_00925,second
BA,DonA__EMOJOO_00945,8,8,DonA,EMOJOO_00945,second
BA,DonA__EMOJOO_00960,8,8,DonA,EMOJOO_00960,second
BA,DonA__EMOJOO_00980,8,8,DonA,EMOJOO_00980,second
BA,DonA__EMOJOO_00985,8,8,DonA,EMOJOO_00985,second
BA,DonA__EMOJOO_00995,8,8,DonA,EMOJOO_00995,second
BA,DonA__EMOJOO_01010,8,8,DonA,EMOJOO_01010,second
BA,DonA__EMOJOO_01015,8,8,DonA,EMOJOO_01015,second
BA,DonA__EMOJOO_01025,8,8,DonA,EMOJOO_01025,second
BA,DonA__EMOJOO_01040,8,8,DonA,EMOJOO_01040,second
BA,DonA__EMOJOO_01045,8,8,DonA,EMOJOO_01045,second
BA,DonA__EMOJOO_01050,8,8,DonA,EMOJOO_01050,second
BA,DonA__EMOJOO_01055,8,8,DonA,EMOJOO_01055,second
BA,DonA__EMOJOO_01060,8,8,DonA,EMOJOO_01060,second
BA,DonA__EMOJOO_01065,8,8,DonA,EMOJOO_01065,second
BA,DonA__EMOJOO_01075,8,8,DonA,EMOJOO_01075,second
BA,DonA__EMOJOO_01095,8,8,DonA,EMOJOO_01095,second
BA,DonA__EMOJOO_01130,8,8,DonA,EMOJOO_01130,second
BA,DonA__EMOJOO_01155,8,8,DonA,EMOJOO_01155,second
BA,DonA__EMOJOO_01160,8,8,DonA,EMOJOO_01160,second
BA,DonA__EMOJOO_01165,8,8,DonA,EMOJOO_01165,second
BA,DonA__EMOJOO_01185,8,8,DonA,EMOJOO_01185,second
BA,DonA__EMOJOO_01190,8,8,DonA,EMOJOO_01190,second
BA,DonA__EMOJOO_01210,8,8,DonA,EMOJOO_01210,second
BA,DonA__EMOJOO_01215,8,8,DonA,EMOJOO_01215,second
BA,DonA__EMOJOO_01220,8,8,DonA,EMOJOO_01220,second
BA,DonA__EMOJOO_01255,8,8,DonA,EMOJOO_01255,second
BA,DonA__EMOJOO_01270,8,8,DonA,EMOJOO_01270,second
BA,DonA__EMOJOO_01275,8,8,DonA,EMOJOO_01275,second
BA,DonA__EMOJOO_01280,8,8,DonA,EMOJOO_01280,second
BA,DonA__EMOJOO_01285,8,8,DonA,EMOJOO_01285,second
BA,DonA__EMOJOO_01300,8,8,DonA,EMOJOO_01300,second
BA,DonA__EMOJOO_01310,8,8,DonA,EMOJOO_01310,second
BA,DonA__EMOJOO_01315,8,8,DonA,EMOJOO_01315,second
BA,DonA__EMOJOO_01330,8,8,DonA,EMOJOO_01330,second
BA,DonA__EMOJOO_01360,8,8,DonA,EMOJOO_01360,second
BA,DonA__EMOJOO_01385,8,8,DonA,EMOJOO_01385,second
BA,DonA__EMOJOO_01390,8,8,DonA,EMOJOO_01390,second
BA,DonA__EMOJOO_01400,8,8,DonA,EMOJOO_01400,second
BA,DonA__EMOJOO_01410,8,8,DonA,EMOJOO_01410,second
BA,DonA__EMOJOO_01415,8,8,DonA,EMOJOO_01415,second
BA,DonA__EMOJOO_01450,8,8,DonA,EMOJOO_01450,second
BA,DonA__EMOJOO_01455,8,8,DonA,EMOJOO_01455,second
BA,DonA__EMOJOO_01460,8,8,DonA,EMOJOO_01460,second
BA,DonA__EMOJOO_01465,8,8,DonA,EMOJOO_01465,second
BA,DonA__EMOJOO_01490,8,8,DonA,EMOJOO_01490,second
BA,DonA__EMOJOO_01500,8,8,DonA,EMOJOO_01500,second
BA,DonA__EMOJOO_01505,8,8,DonA,EMOJOO_01505,second
BA,DonA__EMOJOO_01510,8,8,DonA,EMOJOO_01510,second
BA,DonA__EMOJOO_01530,8,8,DonA,EMOJOO_01530,second
BA,DonA__EMOJOO_01535,8,8,DonA,EMOJOO_01535,second
BA,DonA__EMOJOO_01540,8,8,DonA,EMOJOO_01540,second
BA,DonA__EMOJOO_01545,8,8,DonA,EMOJOO_01545,second
BA,DonA__EMOJOO_01550,8,8,DonA,EMOJOO_01550,second
BA,DonA__EMOJOO_01555,8,8,DonA,EMOJOO_01555,second
BA,DonA__EMOJOO_01565,8,8,DonA,EMOJOO_01565,second
BA,DonA__EMOJOO_01575,8,8,DonA,EMOJOO_01575,second
BA,DonA__EMOJOO_01595,8,8,DonA,EMOJOO_01595,second
BA,DonA__EMOJOO_01615,8,8,DonA,EMOJOO_01615,second
BA,DonA__EMOJOO_01630,8,8,DonA,EMOJOO_01630,second
BA,DonA__EMOJOO_01635,8,8,DonA,EMOJOO_01635,second
BA,DonA__EMOJOO_01640,8,8,DonA,EMOJOO_01640,second
BA,DonA__EMOJOO_01645,8,8,DonA,EMOJOO_01645,second
BA,DonA__EMOJOO_01650,8,8,DonA,EMOJOO_01650,second
BA,DonA__EMOJOO_01655,8,8,DonA,EMOJOO_01655,second
BA,DonA__EMOJOO_01660,8,8,DonA,EMOJOO_01660,second
BA,DonA__EMOJOO_01665,8,8,DonA,EMOJOO_01665,second
BA,DonA__EMOJOO_01675,8,8,DonA,EMOJOO_01675,second
BA,DonA__EMOJOO_01685,8,8,DonA,EMOJOO_01685,second
BA,DonA__EMOJOO_01690,8,8,DonA,EMOJOO_01690,second
BA,DonA__EMOJOO_01700,8,8,DonA,EMOJOO_01700,second
BA,DonA__EMOJOO_01705,8,8,DonA,EMOJOO_01705,second
BA,DonA__EMOJOO_01710,8,8,DonA,EMOJOO_01710,second
BA,DonA__EMOJOO_01715,8,8,DonA,EMOJOO_01715,second
BA,DonA__EMOJOO_01730,8,8,DonA,EMOJOO_01730,second
BA,DonA__EMOJOO_01735,8,8,DonA,EMOJOO_01735,second
